study_doi;study_author_1;study_year;study_journal;virus_family;virus;strain;material;medium;medium_group;medium_include;medium_volume;medium_container;sealed;virus_concentration_initial;temperature_raw;temperature;humidity_raw;humidity;time;value;value_raw;error_low;error_up;estimate;error;sample_size;unit;LOD;titration_unit;comment_data;source;comment_study
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 7;CCM;TRUE;1000;Glass vial;Unspecified;Unspecified;47;47;NA;NA;0;0;0;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 7;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 7;CCM;TRUE;1000;Glass vial;Unspecified;Unspecified;47;47;NA;NA;3;-0.571;-0.571;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 7;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 7;CCM;TRUE;1000;Glass vial;Unspecified;Unspecified;47;47;NA;NA;5;-1.155;-1.155;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 7;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 7;CCM;TRUE;1000;Glass vial;Unspecified;Unspecified;47;47;NA;NA;9;-1.7;-1.7;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 7;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 7;CCM;TRUE;1000;Glass vial;Unspecified;Unspecified;47;47;NA;NA;11;-2.569;-2.569;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 7;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 7;CCM;TRUE;1000;Glass vial;Unspecified;Unspecified;47;47;NA;NA;21;-4.231;-4.231;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 7;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 7;CCM;TRUE;1000;Glass vial;Unspecified;Unspecified;51;51;NA;NA;0;0;0;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 7;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 7;CCM;TRUE;1000;Glass vial;Unspecified;Unspecified;51;51;NA;NA;1;-0.997;-0.997;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 7;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 7;CCM;TRUE;1000;Glass vial;Unspecified;Unspecified;51;51;NA;NA;2;-2.603;-2.603;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 7;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 7;CCM;TRUE;1000;Glass vial;Unspecified;Unspecified;51;51;NA;NA;3;-3.484;-3.484;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 7;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 7;CCM;TRUE;1000;Glass vial;Unspecified;Unspecified;51;51;NA;NA;4;-4.404;-4.404;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 7;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 7;CCM;TRUE;1000;Glass vial;Unspecified;Unspecified;55;55;NA;NA;0;-1.269;-1.269;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 7;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 7;CCM;TRUE;1000;Glass vial;Unspecified;Unspecified;55;55;NA;NA;0;-2.046;-2.046;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 7;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 7;CCM;TRUE;1000;Glass vial;Unspecified;Unspecified;55;55;NA;NA;0;0;0;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 7;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 7;CCM;TRUE;1000;Glass vial;Unspecified;Unspecified;55;55;NA;NA;1;-4.57;-4.57;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 7;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 7;CCM;TRUE;1000;Glass vial;Unspecified;Unspecified;55;55;NA;NA;1;-2.408;-2.408;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 7;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 7;CCM;TRUE;1000;Glass vial;Unspecified;Unspecified;55;55;NA;NA;1;-3.211;-3.211;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 7;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;35;35;NA;NA;0;0;0;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;35;35;NA;NA;12;-0.43;-0.43;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;35;35;NA;NA;35;-1.185;-1.185;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;35;35;NA;NA;60;-2.11;-2.11;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;35;35;NA;NA;80;-2.761;-2.761;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;39;39;NA;NA;0;0;0;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;39;39;NA;NA;21;-1.323;-1.323;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;39;39;NA;NA;35;-2.489;-2.489;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;39;39;NA;NA;60;-4.419;-4.419;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;43;43;NA;NA;0;0;0;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;43;43;NA;NA;7;-0.802;-0.802;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;43;43;NA;NA;21;-2.291;-2.291;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;43;43;NA;NA;35;-4.282;-4.282;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;47;47;NA;NA;0;0;0;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;47;47;NA;NA;2;-1.02;-1.02;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;47;47;NA;NA;7;-1.899;-1.899;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;47;47;NA;NA;12;-3.539;-3.539;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;51;51;NA;NA;0;0;0;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;51;51;NA;NA;1;-1.51;-1.51;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;51;51;NA;NA;2;-3.072;-3.072;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-56-2-235;Laude;1981;The Journal of General Virology;Coronavirus;TGEV;TGEV_D52;Bulk medium;HEPES + 10% MEM + 0.2% FCS at pH 8;CCM;FALSE;1000;Glass vial;Unspecified;Unspecified;51;51;NA;NA;3;-4.246;-4.246;NA;NA;individual_datapoint?;NA;2;log10Nt/N0;Unspecified;PFU;pH = 8;Figure 1;NA
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;6;6;30;30;NA;34.46;34.46;31.25;37.67;half-life_mean?;standard_deviation?;>3;hour;Unspecified;PFU;NA;Table 1;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;20;20;30;30;NA;26.76;26.76;20.55;32.97;half-life_mean?;standard_deviation?;>3;hour;Unspecified;PFU;NA;Table 1;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;6;6;50;50;NA;102.53;102.53;93.15;111.91;half-life_mean?;standard_deviation?;>3;hour;Unspecified;PFU;NA;Table 1;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;20;20;50;50;NA;67.33;67.33;59.09;75.57;half-life_mean?;standard_deviation?;>3;hour;Unspecified;PFU;NA;Table 1;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;6;6;80;80;NA;86.01;86.01;80.73;91.29;half-life_mean?;standard_deviation?;>3;hour;Unspecified;PFU;NA;Table 1;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;20;20;80;80;NA;3.34;3.34;3.18;3.5;half-life_mean?;standard_deviation?;>3;hour;Unspecified;PFU;NA;Table 1;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;05-07;6;25-35;30;1;97.784;97.784;91.618;103.95;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 3;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;05-07;6;25-35;30;4;89.154;89.154;84.302;94.006;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 3;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;05-07;6;25-35;30;8;76.085;76.085;72.281;79.889;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 3;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;05-07;6;25-35;30;24;63.662;63.662;57.498;69.826;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 3;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;05-07;6;25-35;30;0;100;100;NA;NA;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Assumed;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;19-21;20;25-35;30;3;96.339;96.339;89.696;102.983;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 2;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;19-21;20;25-35;30;25;60.911;60.911;57.654;64.168;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 2;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;19-21;20;25-35;30;49;53.36;53.36;49.842;56.878;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 2;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;19-21;20;25-35;30;72;51.419;51.419;48.291;54.547;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 2;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;19-21;20;25-35;30;0;100;100;NA;NA;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Assumed;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;05-07;6;45-55;50;1;93.326;93.326;89.523;97.129;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 3;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;05-07;6;45-55;50;4;84.696;84.696;81.023;88.368;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 3;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;05-07;6;45-55;50;8;80.544;80.544;75.692;85.395;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 3;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;05-07;6;45-55;50;24;81.758;81.758;77.038;86.478;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 3;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;05-07;6;45-55;50;0;100;100;NA;NA;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Assumed;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;19-21;20;45-55;50;3;102.722;102.722;99.333;106.111;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 2;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;19-21;20;45-55;50;25;82.801;82.801;78.893;86.709;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 2;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;19-21;20;45-55;50;49;72.124;72.124;64.303;79.944;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 2;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;19-21;20;45-55;50;72;68.747;68.747;61.449;76.045;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 2;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;19-21;20;45-55;50;0;100;100;NA;NA;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Assumed;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;05-07;6;75-85;80;1;101.848;101.848;96.209;107.488;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 3;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;05-07;6;75-85;80;4;97.416;97.416;92.563;102.268;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 3;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;05-07;6;75-85;80;8;100.084;100.084;94.838;105.33;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 3;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;05-07;6;75-85;80;24;86.348;86.348;78.871;93.824;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 3;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;05-07;6;75-85;80;0;100;100;NA;NA;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Assumed;study also reports data for poliovirus, complementary paper with rotavirus data
10.1099/0022-1317-66-12-2743;Ijaz;1985;The Journal of General Virology;Coronavirus;HCoV-229E;HCoV-229E;Aerosols;TSB;BCM;FALSE;NA;NA;NA;7 log10PFU/mL;19-21;20;75-85;80;2;96.47;96.47;89.435;103.506;mean;standard_deviation;>3;%Viable;Unspecified;PFU;NA;Figure 2;study also reports data for poliovirus, complementary paper with rotavirus data
